heat_num,grado,num_cga_met,TCM,Time_Vac_Vac,Power_ON,Tpo_Aux,Total_min_Demoras,tco_kwh,Potencia,O2,Grafito,Cal_Total,Cal_Total_Sid,Cal_Total_Dol,muestra_temp,muestra_ppmo2,c1_tco_tpo_con,c1_tco_kwh,c1_tco_mw_prom,c2_tco_tpo_con,c2_tco_kwh,c2_tco_mw_prom,c7_tco_tpo_con,c7_tco_kwh,c7_tco_mw_prom,cga_met_1,cga_met_2,cga_met_3,CH01,CH02,CH03,CH04,CH05,CH06,CH07,CH08,CH09,CH10,CH11,CH15,CH31,CH33,CH34,CH50,CH60,CH63,CH64,CH67,CH70,CH71,CH01_C1,CH02_C1,CH03_C1,CH04_C1,CH05_C1,CH06_C1,CH07_C1,CH08_C1,CH09_C1,CH10_C1,CH11_C1,CH15_C1,CH31_C1,CH33_C1,CH34_C1,CH50_C1,CH60_C1,CH63_C1,CH64_C1,CH67_C1,CH70_C1,CH71_C1,CH01_C2,CH02_C2,CH03_C2,CH04_C2,CH05_C2,CH06_C2,CH07_C2,CH08_C2,CH09_C2,CH10_C2,CH11_C2,CH15_C2,CH31_C2,CH33_C2,CH34_C2,CH50_C2,CH60_C2,CH63_C2,CH64_C2,CH67_C2,CH70_C2,CH71_C2,CaO,MgO,sio2,al2o3,mno,s,fe2o3,ib2,ib4,feo,IB3
462896,251046-6DEA,2,170.5410004,44.76666641,34.68333435,4.26666594,4.81666601,45935,95.54000092,5207.5,2177.5,5773,2800,2973,1634,409,15.41666985,22023,86,NULL,NULL,NULL,0,0,-1,75.571,94.97,0,6.351,0,37.895,0,0,13.63,8.436,64.04,0,16.368,0,0,7.906,0,6.19,9.725,0,0,0,0,0,0,6.351,0,9.497,0,0,13.63,8.436,0,0,16.368,0,0,0,0,0,6.289,0,0,0,0,0,0,0,0,28.398,0,0,0,0,29.04,0,0,0,0,7.906,0,6.19,3.436,0,0,0,0,0,0,61.94882,6.88412,24.72454,3.70284,0.22302,4.15065,0.83426,2.956608,2.857252,0.751542,2.17919555
462897,251028 DEA,2,182.727005,68.34999847,43.28333282,6.50666571,17.56,56505,92.5,4948.75,2772.5,5946,2867,3079,1620,285,17.75,23851,81,15.68332958,23152,89,5.86666489,8347,85,90.072,92.655,0,0,10.688,64.677,0,0,0,0,80.131,0,11.249,0,0,10.244,0,5.738,0,0,0,0,0,0,0,0,10.688,29.382,0,0,0,0,23.753,0,11.249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.295,0,0,0,0,21.378,0,0,0,0,10.244,0,5.738,0,0,0,0,0,0,0,62.74178,7.12602,26.15234,2.65618,0.10148,4.856408,0.56522,2.830938,2.861736,0.50917,2.177889735
462898,251028 DEA,2,181.2330017,123.0333328,42.66666412,8.4766655,70.8900001,55445,92.33000183,5666.25,1790,5239,2160,3079,1648,353,16.56666946,22377,81,16.83333015,24624,88,5.23333406,7295,84,87.034,94.199,0,0,12.47,55.891,0,0,0,0,84.371,0,12.127,0,0,9.877,0,6.497,0,0,0,0,0,0,0,0,12.47,24.063,0,0,0,0,23.374,0,12.127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.828,0,0,0,0,25.997,0,0,0,0,9.877,0,6.497,0,0,0,0,0,0,0,60.26968,7.87296,25.90572,2.84852,0.10856,4.711386,0.61596,2.74527,2.796364,0.554954,2.096027577
462899,251028 DEA,2,183.3480072,46.48332977,39.18333054,4.64999914,1.64999998,51715,94.19999695,5301.25,1290,6146,3093,3053,1628,526,15.33333015,21213,83,17.43333054,25787,89,2.43333411,3568,88,79.277,104.071,0,6.134,0,43.832,0,0,12.307,9.891,65.384,0,15.832,0,0,10.847,0,5.359,8.969,4.793,0,0,0,0,0,6.134,0,12.206,0,0,12.307,9.891,0,0,15.832,0,0,0,0,0,3.114,4.793,0,0,0,0,0,0,0,31.626,0,0,0,0,30.384,0,0,0,0,10.847,0,5.359,5.855,0,0,0,0,0,0,59.39412,7.29004,25.6532,2.14996,0.1121,4.080204,0.46728,2.732054,2.830112,0.421024,2.136236313
462906,251028 DEA,2,183.2870026,49.34999847,40.31666565,7.19999981,0.833333,54245,95.66999817,5467.5,2096.25,6146,3093,3053,1565,427,15.33333015,21930,86,16.66666985,25071,90,4.33333206,6091,84,85.005,98.282,0,6.714,0,50.496,0,0,12.052,8.212,64.488,0,13.379,0,0,9.584,0,5.677,7.991,4.694,0,0,0,0,0,6.714,0,21.925,0,0,12.052,8.212,0,0,13.379,0,0,0,0,0,3.029,4.694,0,0,0,0,0,0,0,28.571,0,0,0,0,29.488,0,0,0,0,9.584,0,5.677,4.962,0,0,0,0,0,0,36.3086,9.0742,16.3784,10.266,7.3632,0.1062,30.7862,2.615942,2.009894,27.73531,1.362710363
462907,251028-G40DEA,2,183.5140076,46.09999847,37.56666565,6.81666565,0.71666598,50465,96.18998718,5250,1916.25,5799,2680,3119,1551,355,13.68332958,19236,84,18.29999924,27764,91,1.56666601,2311,89,80.842,102.672,0,6.758,0,45.251,0,0,13.709,7.284,59.646,0,18.033,0,0,13.349,0,5.758,9.04,4.686,0,0,0,0,0,6.758,0,10.577,0,0,13.709,7.284,0,0,18.033,0,0,0,0,0,4.795,4.686,0,0,0,0,0,0,0,34.674,0,0,0,0,24.646,0,0,0,0,13.349,0,5.758,4.245,0,0,0,0,0,0,34.6094,10.0182,15.3282,8.0476,7.1626,0.1062,38.291,2.664322,2.252738,34.496356,1.480565371
462908,25102-2A,2,183.7059937,47.61666107,38.49999619,6.78333282,1.33333302,51735,95.97000122,5383.75,1950,5812,2680,3133,1551,391,14.16666985,19223,81,17.91666031,27778,93,2.41666794,3580,89,80.058,103.648,0,6.881,31.74,42.4,0,7.399,7.941,0,70.576,0,0,0,0,0,0,4.823,7.74,4.206,0,0,0,0,0,6.881,5.2,23.352,0,7.399,7.941,0,3.771,0,0,0,0,0,0,0,6.308,4.206,0,0,0,0,0,0,26.54,19.048,0,0,0,0,31.805,0,0,0,0,0,0,4.823,1.432,0,0,0,0,0,0,30.8216,9.3338,14.3016,7.8942,6.785,0.0944,47.3062,2.543018,2.134738,42.618178,1.388623073
462931,2510088 VDEDEA,2,183.7700043,65.18333054,53.84999847,8.61666584,1.71666604,65055,85.12000275,4737.5,3401.25,6786,2693,4092,1552,793,22.33333015,28073,75,14.68332958,18928,77,12.69999981,16905,80,90.676,93.094,0,7.379,35.041,39.624,0,4.757,10.8,0,84.029,0,0,0,0,0,0,0,0,2.14,0,0,0,0,0,7.379,15,15.6,0,4.757,10.8,0,20,0,0,0,0,0,0,0,0,2.14,0,0,0,0,0,0,20.041,24.024,0,0,0,0,29.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3822,9.3692,16.3902,9.3456,8.5904,0.1062,35.3882,2.403306,1.960216,31.88124,1.297111417
462932,2510088 VDEDEA,2,181.3679962,136.9666596,41.59999847,6.93333292,87.43333203,53645,92.09999847,5732.5,3246.25,5599,2693,2906,1554,857,14.88333035,19229,78,18.73332977,27776,89,3.83333611,5487,86,80.004,101.364,0,5.241,13.958,65.455,0,5.709,12.541,0,60.485,0,4.875,0,0,0,0,5.3,5.624,2.18,0,0,0,0,0,5.241,0,29.821,0,5.709,12.541,0,4.637,0,4.875,0,0,0,0,0,0,2.18,0,0,0,0,0,0,13.958,35.634,0,0,0,0,20.848,0,0,0,0,0,0,5.3,5.624,0,0,0,0,0,0,35.6124,10.6082,16.3312,9.1332,7.7172,0.1062,33.2524,2.573108,2.141818,29.957132,1.398517146
462933,2510088 VDEDEA,2,175.4700012,55.52999496,39.1333313,6.79999971,8.59666508,50135,91.84999847,5837.5,3115,5799,2760,3039,1571,751,15.14999962,20115,80,18.45000076,26891,87,1.450001,1976,82,78.158,97.312,0,5.091,13.698,55.438,0,6.842,12.911,0,61.661,0,5.393,0,0,0,0,5.652,6.815,1.969,0,0,0,0,0,5.091,0,22.415,0,6.842,12.911,0,5.343,0,5.393,0,0,0,0,0,3.194,1.969,0,0,0,0,0,0,13.698,33.023,0,0,0,0,21.318,0,0,0,0,0,0,5.652,3.621,0,0,0,0,0,0,36.6154,11.1156,16.6734,10.325,7.6936,0.1062,28.202,2.59128,2.086122,25.40717,1.356206294
462952,251036 DEA,2,183.4109955,50.56666183,36.46666336,6.29999971,6.79999803,49305,97.08999634,5118.75,2167.5,5973,3027,2946,1606,509,15.11666965,21917,87,16.53333092,25087,91,0.78333467,1152,88,79.898,103.513,0,6.141,0,46.739,0,0,10.671,8.075,65.421,0,14.514,0,0,12.908,0,5.456,9.232,4.254,0,0,0,0,0,6.141,0,18.088,0,0,10.671,8.075,0,0,14.514,0,0,0,0,0,3.155,4.254,0,0,0,0,0,0,0,28.651,0,0,0,0,30.421,0,0,0,0,12.908,0,5.456,6.077,0,0,0,0,0,0,33.8306,8.6376,16.0952,7.5756,7.3986,0.118,41.9018,2.480242,2.117038,37.74938,1.429212363
462953,251036 DEA,2,183.2839966,51.81665802,40.31666183,6.23333311,4.26666495,55215,97.41000366,5817.5,2427.5,5839,2760,3079,1585,670,13.28332996,19721,89,18.04999924,27282,91,4.95000076,7063,86,75.778,107.506,0,7.355,0,48.306,0,0,14.184,7.381,61.245,0,15.676,0,0,12.917,0,5.693,6.88,3.647,0,0,0,0,0,7.355,0,9.259,0,0,14.184,7.381,0,0,15.676,0,0,0,0,0,3.276,3.647,0,0,0,0,0,0,0,39.047,0,0,0,0,26.245,0,0,0,0,12.917,0,5.693,3.604,0,0,0,0,0,0,30.8688,8.9916,16.284,7.8824,7.5992,0.1062,42.421,2.236926,1.946292,38.217132,1.27734375
462954,251036 DEA,2,183.1849976,54.08333588,38.18333435,6.5999999,8.3,50955,95.41999817,5361.25,3187.5,5852,2773,3079,1554,405,13.80000019,19264,84,18.38334084,27736,91,2,2807,84,81.436,101.749,0,6.637,0,55.463,0,0,12.543,7.735,59.424,0,12.985,0,0,10.415,0,5.498,7.872,4.613,0,0,0,0,0,6.637,0,18.887,0,0,12.543,7.735,0,0,12.985,0,0,0,0,0,3.036,4.613,0,0,0,0,0,0,0,36.576,0,0,0,0,24.424,0,0,0,0,10.415,0,5.498,4.836,0,0,0,0,0,0,34.7156,9.558,15.9064,8.4724,7.0328,0.1062,36.757,2.57535,2.142998,33.114458,1.424007744
463006,25102-2A,2,184.2160034,56.11666489,39.26666641,7.69999981,8.15,52815,95.84999847,7745,2927.5,5946,3000,2946,1621,324,15.56667042,21989,85,16.41666985,25012,91,3.299999,4661,85,75.369,108.847,0,6.201,0,47.309,0,0,12.012,7.109,66.406,0,17.012,0,0,9.501,0,6.347,8.213,4.106,0,0,0,0,0,6.201,0,10.723,0,0,12.012,7.109,0,0,17.012,0,0,0,0,0,3.206,4.106,0,0,0,0,0,0,0,36.586,0,0,0,0,31.406,0,0,0,0,9.501,0,6.347,5.007,0,0,0,0,0,0,36.8042,9.2276,18.9036,13.4992,7.6936,0.0944,25.9364,2.297342,1.676308,23.366124,1.13583394
463006,25102-2A,2,184.2160034,56.11666489,39.26666641,7.69999981,8.15,52815,95.84999847,7745,2927.5,5946,3000,2946,1621,324,15.56667042,21989,85,16.41666985,25012,91,3.299999,4661,85,75.369,108.847,0,6.201,0,47.309,0,0,12.012,7.109,66.406,0,17.012,0,0,9.501,0,6.347,8.213,4.106,0,0,0,0,0,6.201,0,10.723,0,0,12.012,7.109,0,0,17.012,0,0,0,0,0,3.206,4.106,0,0,0,0,0,0,0,36.586,0,0,0,0,31.406,0,0,0,0,9.501,0,6.347,5.007,0,0,0,0,0,0,63.15596,6.0652,26.30574,3.26388,0.23482,4.26098,0.41418,2.832944,2.76238,0.373116,2.135839419
463007,25102-2A,2,182.7709961,47.69999695,39.39999771,4.56666565,2.73333204,52215,94.59999847,5640,2748.75,5919,2973,2946,1649,15,15.41666985,21700,84,17.04999924,25303,89,2.91666794,4066,84,75.312,107.459,0,6.939,0,52.93,0,0,11.049,8.124,60.403,0,15.107,0,0,10.713,0,6.989,7.135,3.382,0,0,0,0,0,6.939,0,12.706,0,0,11.049,8.124,0,0,15.107,0,0,0,0,0,3.005,3.382,0,0,0,0,0,0,0,40.224,0,0,0,0,25.403,0,0,0,0,10.713,0,6.989,300,0,0,0,0,0,0,62.37598,6.667,26.37536,5.08226,0.57348,4.344288,0.49442,2.790582,2.589864,0.44545,1.982857572
463008,25102-2A,2,183.1849976,57.98332977,41.29999924,6.36666584,9.31666601,55245,95.05000305,6283.75,3515,5853,2907,2946,1661,766,13.69999981,19565,86,18.63332939,27437,88,4.95000076,7091,86,81.945,101.24,0,0,0,51.165,0,0,12.604,9.644,65.454,0,17.318,0,0,9.899,0,4.698,9.508,2.895,0,0,0,0,0,0,0,19.978,0,0,12.604,9.644,0,0,17.318,0,0,0,0,0,4.506,2.895,0,0,0,0,0,0,0,31.187,0,0,0,0,30.454,0,0,0,0,9.899,0,4.698,5.002,0,0,0,0,0,0,36.5446,9.4754,18.998,13.2986,7.8942,0.0944,22.9274,2.269848,1.681382,20.65531,1.131530873
463009,25102-2A,3,184.0090027,72.02999878,38.93333054,13.64999962,18.44666582,51655,94.79000092,5251.25,2816.25,5653,2707,2946,1670,254,14.69999981,20494,84,17.76667023,26506,90,2.450001,3505,86,76.581,107.428,0,7.875,14.524,48.701,0,0,11.658,6.925,61.167,0,17.26,0,0,0,0,8.439,3.818,3.642,0,0,0,0,0,7.875,0,10.403,0,0,11.658,6.925,0,0,17.26,0,0,0,0,0,3.818,3.642,0,0,0,0,0,0,14.524,38.298,0,0,0,0,26.167,0,0,0,0,0,0,8.439,0,0,0,0,0,0,0,63.1064,6.7614,27.23204,4.9501,1.78652,3.7524,0.84252,2.734532,2.56178,0.758976,1.960913724
463010,25102-2A,2,182.9120026,110.1499939,40.46666336,7.18333292,61.5,52985,93.29000092,5502.5,2177.5,5666,2640,3026,1636,607,15.98332977,21517,81,17.04999924,25491,90,3.43333411,4827,84,76.875,106.037,0,6.194,0,47.85,0,0,13.025,8.611,68.047,0,5.304,0,0,13.449,0,6.606,10.379,3.447,0,0,0,0,0,6.194,0,10.552,0,0,13.025,8.611,11.263,0,5.304,0,0,0,0,0,3.479,3.447,0,0,0,0,0,0,0,37.298,0,0,0,0,21.784,0,0,0,0,13.449,0,6.606,6.9,0,0,0,0,0,0,62.92468,7.45288,29.12122,4.93594,0.3599,3.802432,0.26314,2.549744,2.43847,0.237062,1.847619708
463060,251028 DEA,2,181.3009949,51.6333313,37.86666489,11.1366663,1.63,51225,96.75,5122.5,1747.5,5866,2880,2986,1632,589,15.26667023,21960,86,16.46666908,25042,91,2.11666489,3070,87,79.467,101.834,0,6.706,0,49.531,0,0,12.923,7.552,60.096,0,16.028,0,0,12.737,0,6.534,5.89,3.304,0,0,0,0,0,6.706,0,17.954,0,0,12.923,7.552,0,0,16.028,0,0,0,0,0,0,3.304,0,0,0,0,0,0,0,31.577,0,0,0,0,25.096,0,0,0,0,12.737,0,6.534,5.89,0,0,0,0,0,0,34.8808,8.614,17.0038,9.0978,7.5402,0.1298,31.4942,2.420652,1.966352,28.3731,1.336347197
463061,251028 DEA,2,181.1390076,53.09999466,41.79999924,7.24999905,3.04999796,55925,95.02999878,5657.5,2508.75,5879,2893,2986,1557,286,19.51667023,27856,86,12.80000019,19144,90,5.45000076,7778,86,80.559,100.58,0,5.636,0,52.665,0,0,12.916,5.588,65.641,0,14.53,0,0,10.064,0,5.43,5.851,2.818,0,0,0,0,0,5.636,0,24.071,0,0,12.916,5.588,0,0,14.53,0,0,0,0,0,0,2.818,0,0,0,0,0,0,0,28.594,0,0,0,0,30.641,0,0,0,0,10.064,0,5.43,5.851,0,0,0,0,0,0,32.0842,8.5432,16.9094,8.9798,7.6228,0.0944,37.3588,2.238932,1.851774,33.65655,1.23928897
463062,251028 DEA,2,181.977005,48.53666306,38.84999847,6.77666616,1.91,52275,96.06999969,5260,1956.25,5893,2893,2999,1612,457,14.93332958,21370,86,17.03333092,25632,90,2.86666489,4126,86,75.021,106.956,0,3.183,0,50.311,0,0,13.102,0,65.486,0,16.4,0,0,9.991,0,5.14,14.285,4.079,0,0,0,0,0,3.183,0,13.664,0,0,13.102,0,0,0,16.4,0,0,0,0,0,9.593,4.079,0,0,0,0,0,0,0,36.647,0,0,0,0,30.486,0,0,0,0,9.991,0,5.14,4.692,0,0,0,0,0,0,33.984,8.4842,17.0746,8.9444,7.7054,0.1062,34.4796,2.348554,1.925996,31.062674,1.306122449
463075,251018 DEA,2,183.9080048,52.23333359,38.88333511,7.19999981,5.15,50335,92.63999939,5436.25,3580,5826,2747,3079,1608,438,14.63333035,19400,80,18.73332977,27606,88,1.5,2180,87,81.14,102.768,0,4.046,41.195,39.39,0,9.788,0,0,75.781,0,0,0,0,0,0,6.095,7.613,0,0,0,0,0,0,4.046,17.283,18.556,0,9.788,0,0,16.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.912,20.834,0,0,0,0,24.314,0,0,0,0,0,0,6.095,7.613,0,0,0,0,0,0,42.9638,9.499,15.8474,8.1892,7.7998,0.2714,29.323,3.199098,2.575468,26.417132,1.787432499
463076,251018 DEA,2,182.6849976,53.23332977,43.11666489,7.51666594,1.59999901,55155,90.98000336,6156.25,3932.5,5812,2733,3079,1563,447,16.03333092,21046,79,17.98332977,25954,87,5.03333282,7008,84,81.19,101.495,0,3.038,46.196,41.206,0,17.22,0,0,72.961,0,0,0,0,0,0,6.137,5.927,0,0,0,0,0,0,3.038,20.602,20.846,0,7.22,0,0,14.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.594,20.36,0,0,0,0,23.477,0,0,0,0,0,0,6.137,5.927,0,0,0,0,0,0,41.3354,9.9592,15.4226,8.2128,6.9974,0.2478,31.1284,3.162636,2.560836,28.043644,1.748876685
463097,251028-G40DEA,2,185.6239929,76.58332825,56.16666412,15.16666603,4.25,71715,89.37000275,3832.5,2637.5,6706,2587,4119,1577,299,23.68333054,30066,76,11.69999981,16938,87,16.64999962,23558,85,89.913,95.711,0,0,20.778,51.32,0,0,0,0,91.689,0,21.837,0,0,0,0,0,0,0,0,0,0,0,0,0,11.753,26.069,0,0,0,0,26.559,0,10.532,0,0,0,0,0,0,0,0,0,0,0,0,0,9.025,25.251,0,0,0,0,30.13,0,11.305,0,0,0,0,0,0,0,0,0,0,0,0,32.7568,14.1718,17.5584,8.7674,6.6552,0.1062,34.633,2.201408,2.103468,31.200852,1.244285074
463098,251028-G40DEA,2,185.8840027,53.91666031,40.19999695,7.18333292,5.53333109,53335,94.56999969,5980,2312.5,5906,2853,3053,1485,521,14.43332958,19850,83,18.04999924,27158,90,3.68333411,5176,84,77.451,108.433,0,6.898,0,55.831,0,0,12.88,8.029,60.666,0,14.624,0,0,10.947,0,5.874,10.135,0,0,0,0,0,0,6.898,0,17.027,0,0,12.88,8.029,0,0,14.624,0,0,0,0,0,2.993,0,0,0,0,0,0,0,0,38.804,0,0,0,0,25.666,0,0,0,0,10.947,0,5.874,7.142,0,0,0,0,0,0,33.4648,15.7058,17.1454,8.1892,6.0062,0.1062,35.6714,2.303124,2.290144,32.136356,1.320912902
463099,251028-G40DEA,2,185.0650024,51.43333435,39.98333359,7.08333302,3.36666608,53085,94.63999939,5801.25,3041.25,5586,2720,2866,1524,358,14.26667023,20134,85,18.23332977,26872,88,3.46666694,4932,85,77.785,107.28,0,7.03,0,61.905,0,0,13.641,0,60.645,0,15.626,0,0,10.213,0,5.001,7.104,3.9,0,0,0,0,0,7.03,0,19.492,0,0,13.641,0,0,0,15.626,0,0,0,0,0,3.096,3.9,0,0,0,0,0,0,0,42.413,0,0,0,0,25.645,0,0,0,0,10.213,0,5.001,4.008,0,0,0,0,0,0,44.6158,12.9682,20.3078,10.5728,5.8528,0.1652,13.0626,2.59246,2.200346,11.76814,1.444784104
463146,251036 DEA,2,181.5160065,115.1800003,42.34999847,3.94999981,67.88,57305,96.00998688,5822.5,2632.5,5719,2693,3026,1574,456,14.38333035,19424,81,17.91666985,27578,92,5.98333406,9154,92,77.188,104.328,0,4.661,0,36.605,0,0,13.839,8.389,78.586,0,15.123,0,0,10.002,0,6.105,3.604,4.602,0,0,0,0,0,4.661,0,10.57,0,0,13.839,8.389,5.004,0,15.123,0,0,0,0,0,0,4.602,0,0,0,0,0,0,0,26.035,0,0,0,0,38.582,0,0,0,0,10.002,0,6.105,3.604,0,0,0,0,0,0,35.3056,8.673,16.9212,8.6848,7.1744,0.1298,32.096,2.46207,2.02665,28.91531,1.378801843
463147,251036 DEA,2,181.298996,46.16666412,38.34999847,5.4000001,1.41666603,51415,95.83000183,5272.5,3492.5,5813,2773,3039,1626,573,14.36666965,19914,83,17.76667023,27094,91,2.19999695,3252,89,80.282,101.017,0,5.206,0,41.846,0,0,13.099,8.205,68.418,0,17.871,0,0,11.878,0,6.902,3.865,4.009,0,0,0,0,0,5.206,0,11.546,0,0,13.099,8.205,5.346,0,17.871,0,0,0,0,0,0,4.009,0,0,0,0,0,0,0,30.3,0,0,0,0,28.072,0,0,0,0,11.878,0,6.902,3.865,0,0,0,0,0,0,34.7746,8.5314,16.9212,8.5196,7.5756,0.1062,32.3438,2.425018,2.008596,29.138566,1.366883117
463148,251036 DEA,2,181.2449951,60.36666489,40.98333359,15.66666603,2.71666402,54925,95.36000061,5791.25,5480,0,0,0,1511,368,14.39999962,19868,83,17.85000038,27136,91,4.68333387,6768,87,79.268,101.977,0,7.494,0,47.014,0,0,10.204,8.357,70.287,0,14.503,0,0,9.988,0,6.057,7.341,0,0,0,0,0,0,7.494,0,15.844,0,0,10.204,8.357,5,0,14.503,0,0,0,0,0,2.866,0,0,0,0,0,0,0,0,31.17,0,0,0,0,30.287,0,0,0,0,9.988,0,6.057,4.475,0,0,0,0,0,0,33.6536,8.4488,16.3312,8.8264,6.9974,0.118,37.4296,2.431626,1.97473,33.720388,1.337711069
463232,2510088 VDEDEA,2,180.5070038,55.33332825,38.74999619,7.19999981,8.38333195,51735,95.37999725,5530,3991.25,5759,2747,3013,1661,929,13.68332958,19288,85,18.46666908,27718,90,2.58333206,3580,83,81.85,98.657,0,6.146,15.205,46.9,0,0,15.991,0,69.791,0,0,0,0,0,0,7.892,13.637,4.945,0,0,0,0,0,6.146,5.707,16.126,0,0,15.991,0,11.947,0,0,0,0,0,0,0,5.988,4.945,0,0,0,0,0,0,9.498,30.774,0,0,0,0,22.844,0,0,0,0,0,0,7.892,7.649,0,0,0,0,0,0,33.5946,8.319,16.4374,8.3662,8.0476,0.118,41.3354,2.411684,1.993964,37.239148,1.354424358
463233,2510088 VDEDEA,2,181.4029999,49.38332748,37.79999542,7.19999981,3.38333295,49905,94.83999634,5550,3670,5759,2747,3013,1639,883,13.96667004,19296,83,18.43333054,27712,90,1.28333294,1744,82,80.696,100.707,0,5.576,16.427,46.101,0,0,16.585,0,75.252,0,0,0,0,0,0,6.541,10.366,4.555,0,0,0,0,0,5.576,4.634,15.56,0,0,16.585,0,14.074,0,0,0,0,0,0,0,4.712,4.555,0,0,0,0,0,0,11.793,30.541,0,0,0,0,26.178,0,0,0,0,0,0,6.541,5.654,0,0,0,0,0,0,35.1758,8.8146,17.346,9.0978,8.6966,0.118,35.9782,2.392922,1.96293,32.41283,1.330209728
463234,251008 BCODEA,2,181.7980042,55.69999313,37.24999619,7.11666584,10.33333221,49115,94.68000031,5885,5460,5773,2760,3013,1646,756,13.71667004,19282,84,18.75,27724,89,0.73333359,958,78,84.277,97.521,0,5.836,16.917,54.759,0,0,12.192,0,72.493,0,0,0,0,0,0,6.327,8.42,4.854,0,0,0,0,0,5.836,5.394,25.599,0,0,12.192,0,12.184,0,0,0,0,0,0,0,3.218,4.854,0,0,0,0,0,0,11.523,29.16,0,0,0,0,25.309,0,0,0,0,0,0,6.327,5.202,0,0,0,0,0,0,34.987,9.5108,17.1808,8.909,8.7792,0.118,36.3912,2.402952,2.012608,32.784884,1.341022162
463277,251036 DEA,2,183.2700043,52.84999847,40.96666718,7.04999924,3.83333206,55655,96.5,5703.75,6552.5,11652,5547,6105,1545,1421,15.53332996,23038,89,16.11665916,23964,89,5.30000305,7502,85,77.797,105.473,0,6.001,0,46.738,0,0,11.088,7.016,65.999,0,16.618,0,0,12.49,0,5.198,7.947,4.175,0,0,0,0,0,6.001,0,15.091,0,0,11.088,7.016,0,0,16.618,0,0,0,0,0,2.808,4.175,0,0,0,0,0,0,0,31.647,0,0,0,0,30.999,0,0,0,0,12.49,0,5.198,5.139,0,0,0,0,0,0,38.1966,7.7172,17.4758,8.3662,8.142,0.1652,30.208,2.579126,2.096506,27.214458,1.478082192
463278,251036 DEA,2,183.0980072,46.91666412,38.79999924,7.08333302,0.033333,52755,97.05000305,5491.25,5430,5773,2773,2999,1555,591,13.5,19620,87,18.03333092,27388,91,3.23333406,4594,85,75.931,107.167,0,6.901,0,42.543,0,0,10.905,8.006,68.821,0,16.835,0,0,11.045,0,4.591,9.2,4.251,0,0,0,0,0,6.901,0,11.003,0,0,10.905,8.006,0,0,16.835,0,0,0,0,0,3.03,4.251,0,0,0,0,0,0,0,31.54,0,0,0,0,33.821,0,0,0,0,11.045,0,4.591,6.17,0,0,0,0,0,0,38.1376,7.5284,16.2722,9.558,7.1626,0.177,33.5946,2.765566,2.086122,30.265348,1.476473275
463279,251036 DEA,2,182.7709961,61.61666489,41.26666641,10.80000019,8.54999893,53835,92.97000122,6071.25,7095,5786,2800,2986,1592,530,32.90000153,-18536,-34,NULL,NULL,NULL,4.29999924,5682,79,78.689,104.082,0,6.622,0,46.876,0,0,11.561,9.677,67.75,0,14.118,0,0,10.553,0,5.743,6.948,2.923,0,0,0,0,0,6.622,0,18.788,0,0,11.561,9.677,0,0,14.118,0,0,0,0,0,0,2.923,0,0,0,0,0,0,0,28.088,0,0,0,0,32.75,0,0,0,0,10.553,0,5.743,6.948,0,0,0,0,0,0,38.5742,7.7762,16.874,9.912,7.611,0.1534,29.618,2.69748,2.041872,26.682868,1.440088106
463386,251036 DEA,2,184.2100067,49.68999863,39.29999924,8.47000027,0.92,52835,95.98000336,5265,2351.25,11972,5893,6078,1599,15,14.21667004,20248,85,17.73332977,26752,91,3.299999,4688,85,80.43,103.78,NULL,6.338,0,50.371,0,0,12.89,8.969,65.224,0,17.5,0,0,8.546,0,6.98,3,4.392,0,0,0,0,0,6.338,0,15.341,0,0,12.89,8.969,0,0,17.5,0,0,0,0,0,0,4.392,0,0,0,0,0,0,0,35.03,0,0,0,0,30.224,0,0,0,0,8.546,0,6.98,3,0,0,0,0,0,0,37.2172,9.4872,19.6116,9.794,8.083,0.0944,27.0338,2.239286,1.874194,24.354728,1.26565008
463387,251036 DEA,2,183.5350037,50.0166626,37.09999847,8.69999886,3.21666589,51255,98.72000122,4840,2505,8972,5920,3053,1617,569,14.08333015,20520,87,16.89999962,26480,94,2.150002,3100,87,77.398,106.137,NULL,7.391,0,45.342,0,0,12.796,8.476,70.267,0,15.069,0,0,9,0,5.822,5.755,3.617,0,0,0,0,0,7.391,0,15.049,0,0,12.796,8.476,0,0,15.069,0,0,0,0,0,0,3.617,0,0,0,0,0,0,0,30.293,0,0,0,0,35.267,0,0,0,0,9,0,5.822,5.755,0,0,0,0,0,0,37.1346,9.5934,19.4228,10.3958,8.555,0.0944,24.3552,2.256042,1.849178,21.941628,1.245350218
