heat_num,grado,num_cga_met,TCM,Time_Vac_Vac,Power_ON,Tpo_Aux,Total_min_Demoras,tco_kwh,Potencia,O2,Grafito,Cal_Total,Cal_Total_Sid,Cal_Total_Dol,muestra_temp,muestra_ppmo2,c1_tco_tpo_con,c1_tco_kwh,c1_tco_mw_prom,c2_tco_tpo_con,c2_tco_kwh,c2_tco_mw_prom,c7_tco_tpo_con,c7_tco_kwh,c7_tco_mw_prom,cga_met_1,cga_met_2,cga_met_3,CH01,CH02,CH03,CH04,CH05,CH06,CH07,CH08,CH09,CH10,CH11,CH15,CH31,CH33,CH34,CH50,CH60,CH63,CH64,CH67,CH70,CH71,CH01_C1,CH02_C1,CH03_C1,CH04_C1,CH05_C1,CH06_C1,CH07_C1,CH08_C1,CH09_C1,CH10_C1,CH11_C1,CH15_C1,CH31_C1,CH33_C1,CH34_C1,CH50_C1,CH60_C1,CH63_C1,CH64_C1,CH67_C1,CH70_C1,CH71_C1,CH01_C2,CH02_C2,CH03_C2,CH04_C2,CH05_C2,CH06_C2,CH07_C2,CH08_C2,CH09_C2,CH10_C2,CH11_C2,CH15_C2,CH31_C2,CH33_C2,CH34_C2,CH50_C2,CH60_C2,CH63_C2,CH64_C2,CH67_C2,CH70_C2,CH71_C2,CaO,MgO,sio2,al2o3,mno,s,fe2o3,ib2,ib4,feo,IB3
465281,251036 DEA,2,182.904007,77.18333435,44.68333435,5.5999999,25.89999896,60985,96.23999786,6000,7482.5,5986,3253,2733,1534,339,15.76667023,22200,84,16.20000076,24800,92,8.71666718,12832,88,76.976,105.928,0,3.609,11.812,30.427,0,0,10.093,6.172,62.155,0,18.954,10.695,0,28.987,0,0,0,0,0,0,0,0,0,3.609,0,4.019,0,0,10.093,6.172,5.322,0,18.954,5.741,0,8.066,0,0,0,0,0,0,0,0,0,0,11.812,26.408,0,0,0,0,21.833,0,0,4.954,0,20.921,0,0,0,0,0,0,0,0,0,29.6888,7.3396,15.7648,7.9532,6.903,0.118,46.728,2.222176,1.842216,42.097326,1.251741294
465282,251036 DEA,2,183.2550049,59.05666351,41.93333054,7.18333292,8.94,56725,95.91000366,5797.5,6525,3253,3253,0,1545,379,31.96666908,-18536,-35,NULL,NULL,NULL,5.96666718,8576,86,80.235,103.02,0,4.558,10.379,38.94,0,0,12.442,8.939,58.133,0,17.811,3.009,0,26.026,0,0,0,3.018,0,0,0,0,0,4.558,0,5.947,0,0,12.442,8.939,0,0,17.811,3.009,0,9.511,0,0,0,3.018,0,0,0,0,0,0,10.379,32.993,0,0,0,0,23.133,0,0,0,0,16.515,0,0,0,0,0,0,0,0,0,31.2346,7.1272,15.8474,8.1656,7.2216,0.1298,42.657,2.32578,1.88505,38.429768,1.300737101
465293,251015 VARDEA,2,185.6150055,46.71666336,38.93333054,6.64999962,0.133333,54555,99.77999878,5278.75,4053.75,5866,3160,2706,1630,718,17.28333092,25664,89,13.38333035,21344,96,4.25000191,6400,90,77.749,107.866,0,4.12,9.639,46.369,0,0,11.394,7.478,54.749,0,17.223,3.003,0,23.213,0,0,5.573,2.854,0,0,0,0,0,4.12,0,8.887,0,0,11.394,7.478,0,0,17.223,3.003,0,7.79,0,0,0,2.854,0,0,0,0,0,0,9.639,37.482,0,0,0,0,19.749,0,0,0,0,15.423,0,0,5.573,0,0,0,0,0,0,31.919,7.8588,16.52,8.0712,7.5992,0.0944,42.834,2.279878,1.908768,38.589186,1.297984645
465294,251015 VARDEA,2,185.0460053,51.29999542,40.69999695,6.93333197,2.66666502,56045,97.98999786,5625,2941.25,5999,3280,2719,1601,672,15,21680,87,16.16666985,25328,94,5.43333197,7888,87,79.332,105.714,0,7.76,8.173,10.27,25.409,0,8.939,10.705,70.001,0,16.402,5.321,0,14.764,0,0,4.061,3.241,0,0,0,0,0,7.76,0,10.27,0,0,8.939,10.705,0,0,16.402,2.383,0,4.632,0,0,0,3.241,0,0,0,0,0,0,8.173,0,25.409,0,0,0,35.001,0,0,2.938,0,10.132,0,0,4.061,0,0,0,0,0,0,32.7922,7.7762,16.5908,7.9296,7.8824,0.118,40.0964,2.33227,1.95231,36.122868,1.3373436
465295,251015 VARDEA,2,185.1089935,69.50332642,41.41666412,7.23666573,19.85,57195,97.95999908,5660,3827.5,5826,3133,2693,1553,808,15.03332996,21584,86,16.20000076,25424,94,6.150002,9040,88,81.021,104.088,0,5.236,10.126,12.402,26.209,0,10.14,8.927,63.489,0,17.086,7.325,0,16.905,0,0,3.946,3.318,0,0,0,0,0,5.236,0,12.402,0,0,10.14,8.927,0,0,17.086,4.022,0,4.89,0,0,0,3.318,0,0,0,0,0,0,10.126,0,26.209,0,0,0,28.489,0,0,3.303,0,12.015,0,0,3.946,0,0,0,0,0,0,29.8894,7.4104,16.343,7.6936,7.257,0.1062,48.144,2.158102,1.831124,43.373024,1.243495336
465304,251036 DEA,2,185.154007,82.56666565,51.04999924,7.41666603,23.09999841,65275,89.88999939,4942.5,7092.5,7612,3533,4079,1594,379,21.91666985,28560,78,12.98334026,18448,85,12.08333015,17120,85,90.185,94.969,0,0,22.81,48.177,0,0,0,0,85.803,0,28.364,0,0,0,0,0,0,0,0,0,0,0,0,0,9.913,23.348,0,0,0,0,26.816,0,15.108,0,0,0,0,0,0,0,0,0,0,0,0,0,12.897,24.829,0,0,0,0,23.987,0,13.256,0,0,0,0,0,0,0,0,0,0,0,0,49.0172,8.4724,16.2604,8.791,7.2098,0.177,22.9038,3.55711,2.707982,20.63407,1.956665097
465305,251036 DEA,2,184.7250061,55.23332977,42.09999847,5.68333292,6.44999886,57155,96.23000336,5820,6412.5,3146,0,3146,1535,554,15.39999962,21728,85,16.53333092,25280,92,6.1500001,8992,88,82.387,102.338,0,5.858,4.967,37.544,0,0,14.016,11.287,51.59,0,21.961,0,0,28.831,0,0,8.671,0,0,0,0,0,0,5.858,0,9.005,0,0,14.016,11.287,0,0,18.5,0,0,5.161,0,0,3.56,0,0,0,0,0,0,0,4.967,28.539,0,0,0,0,16.59,0,3.461,0,0,23.67,0,0,5.111,0,0,0,0,0,0,39.0934,8.2718,16.2958,8.7084,7.8352,0.1534,33.7834,2.83082,2.235274,30.435504,1.563473336
465306,251036 DEA,2,185.5950012,63.89999771,40.31666565,16.61666679,5.96666599,54925,96.88999939,5650,4291.25,5812,2667,3146,1553,682,14.98332977,21152,85,16.73332977,25856,93,4.58333206,6768,89,81.215,104.38,0,6.916,5.945,42.145,0,0,10.331,8.276,50.944,0,22.398,3.584,0,23.196,0,0,11.86,0,0,0,0,0,0,6.916,0,11.275,0,0,10.331,8.276,0,0,17.984,3.584,0,4.851,0,0,2.998,0,0,0,0,0,0,0,5.945,30.87,0,0,0,0,15.944,0,4.414,0,0,18.345,0,0,8.862,0,0,0,0,0,0,36.9104,8.26,16.6616,8.909,8.7202,0.118,31.5296,2.614054,2.08447,28.405078,1.443470235
465326,251044 PTADEA,2,185.5529938,82.73666382,49.7666626,6.80000019,25.17,63885,90.25,3927.5,2590,7279,3787,3492,1612,546,22.14999962,29168,79,12.76667023,17840,84,10.85000038,15728,87,90.758,94.795,0,0,39.327,43.311,0,0,0,0,80.46,0,22.455,0,0,0,0,0,0,0,0,0,0,0,0,0,10.788,25.68,0,0,0,0,22.789,0,16.501,0,0,0,0,0,0,0,0,0,0,0,0,0,28.539,17.631,0,0,0,0,22.671,0,5.954,0,0,0,0,0,0,0,0,0,0,0,0,32.4736,8.0358,14.6202,9.2276,8.2128,0.118,41.7838,2.620898,2.004466,37.643062,1.361702128
465326,251044 PTADEA,2,185.5529938,82.73666382,49.7666626,6.80000019,25.17,63885,90.25,3927.5,2590,7279,3787,3492,1612,546,22.14999962,29168,79,12.76667023,17840,84,10.85000038,15728,87,90.758,94.795,0,0,39.327,43.311,0,0,0,0,80.46,0,22.455,0,0,0,0,0,0,0,0,0,0,0,0,0,10.788,25.68,0,0,0,0,22.789,0,16.501,0,0,0,0,0,0,0,0,0,0,0,0,0,28.539,17.631,0,0,0,0,22.671,0,5.954,0,0,0,0,0,0,0,0,0,0,0,0,63.79906,6.88176,29.54012,4.08398,0.16284,3.425894,0.65844,2.548446,2.480478,0.593186,1.8974206
465327,251044 PTADEA,2,183.1210022,56.56666183,41.23332977,7.19999981,7.13333205,55615,95.76999664,5385,5215,5919,2973,2946,1694,954,22.20000076,31856,86,NULL,NULL,NULL,15.03332996,22608,90,78.816,104.305,0,3.403,19.701,17.073,35.113,0,13.217,8.387,60.256,0,13.446,3.564,0,0,0,0,8.961,0,0,0,0,0,0,3.403,0,17.073,0,0,13.217,8.387,6.061,0,8.925,3.564,0,0,0,0,3.186,0,0,0,0,0,0,0,19.701,0,35.113,0,0,0,19.195,0,4.521,0,0,0,0,0,5.775,0,0,0,0,0,0,30.326,10.089,15.4344,8.5078,8.2482,0.1062,41.5006,2.318464,1.99184,37.387946,1.26663381
465327,251044 PTADEA,2,183.1210022,56.56666183,41.23332977,7.19999981,7.13333205,55615,95.76999664,5385,5215,5919,2973,2946,1694,954,22.20000076,31856,86,NULL,NULL,NULL,15.03332996,22608,90,78.816,104.305,0,3.403,19.701,17.073,35.113,0,13.217,8.387,60.256,0,13.446,3.564,0,0,0,0,8.961,0,0,0,0,0,0,3.403,0,17.073,0,0,13.217,8.387,6.061,0,8.925,3.564,0,0,0,0,3.186,0,0,0,0,0,0,0,19.701,0,35.113,0,0,0,19.195,0,4.521,0,0,0,0,0,5.775,0,0,0,0,0,0,63.18546,7.13546,29.264,4.30818,0.1416,3.378458,0.65608,2.547856,2.471628,0.591062,1.882077959
465328,251044 PTADEA,2,185.1060028,55.43000031,39.13333511,6.91666603,8.38,53485,97.37999725,5168.75,1757.5,5919,2987,2933,1680,1179,16.93333054,24576,87,14.53332996,22432,93,3.66666794,5328,87,77.488,107.618,0,1.963,18.05,17.23,43.61,0,12.929,8.217,54.967,0,16.66,3.556,0,0,0,0,7.924,0,0,0,0,0,0,1.963,0,17.23,0,0,12.929,8.217,4.227,0,10.578,3.556,0,0,0,0,3.788,0,0,0,0,0,0,0,18.05,0,43.61,0,0,0,15.74,0,6.082,0,0,0,0,0,4.136,0,0,0,0,0,0,28.0486,9.8884,15.4816,8.0712,7.8116,0.0826,47.672,2.137806,1.900626,42.947752,1.190881764
465328,251044 PTADEA,2,185.1060028,55.43000031,39.13333511,6.91666603,8.38,53485,97.37999725,5168.75,1757.5,5919,2987,2933,1680,1179,16.93333054,24576,87,14.53332996,22432,93,3.66666794,5328,87,77.488,107.618,0,1.963,18.05,17.23,43.61,0,12.929,8.217,54.967,0,16.66,3.556,0,0,0,0,7.924,0,0,0,0,0,0,1.963,0,17.23,0,0,12.929,8.217,4.227,0,10.578,3.556,0,0,0,0,3.788,0,0,0,0,0,0,0,18.05,0,43.61,0,0,0,15.74,0,6.082,0,0,0,0,0,4.136,0,0,0,0,0,0,63.4132,6.28232,29.22388,3.4633,0.19234,4.903136,0.63838,2.560482,2.515996,0.575132,1.940002166
465329,251044 PTADEA,2,185.0310059,66.17999649,40.03333282,7.19999981,17.94666498,54945,97.65000153,5306.25,4756.25,5946,2987,2959,1609,561,16.36667061,23840,87,15.05000019,23168,92,4.58333397,6784,89,79.645,105.386,0,4.897,16.67,12.749,45.518,0,12.239,8.677,54.046,0,15.568,3.763,0,0,0,0,7.131,3.773,0,0,0,0,0,4.897,0,12.749,0,0,12.239,8.677,6.217,0,9.652,3.763,0,0,0,0,2.678,3.773,0,0,0,0,0,0,16.67,0,45.518,0,0,0,12.829,0,5.916,0,0,0,0,0,4.453,0,0,0,0,0,0,61.18182,6.43926,28.6563,3.5754,0.21594,4.927444,0.64546,2.5193,2.47564,0.581504,1.898187809
465337,251036 DEA,2,184.2660065,65.98332596,40.91666412,7.13333273,16.93332994,56705,98.56999969,5720,3526.25,6079,3280,2799,1576,383,15.28332996,22528,88,15.53332996,24480,95,5.98333311,8544,86,84.946,99.32,0,8.428,0,51.231,0,0,12.118,7.03,52.202,0,4.954,0,0,27.798,0,0,0,4.369,0,0,0,16.136,0,8.428,0,16.012,0,0,12.118,7.03,0,0,0,0,0,5.853,0,0,0,4.369,0,0,0,16.136,0,0,0,35.219,0,0,0,0,17.202,0,4.954,0,0,21.945,0,0,0,0,0,0,0,0,0,35.2112,8.1538,18.9272,9.145,7.9886,0.0944,30.7154,2.195154,1.822864,27.67159,1.254308533
465338,251028-G40DEA,2,184.0359955,68.11999512,38.84999466,10.69999981,17.57,52045,95.58000183,5556.25,2568.75,5999,3253,2746,1640,593,16.21666908,22944,85,15.85000038,24064,91,2.799999,3888,83,84.785,99.251,0,8.023,0,41.523,0,0,13.133,6.628,52.832,0,5.006,0,0,33.589,0,0,0,3.538,0,0,0,19.764,0,8.023,0,12.144,0,0,13.133,6.628,0,0,0,0,0,6.555,0,0,0,3.538,0,0,0,19.764,0,0,0,29.379,0,0,0,0,17.832,0,5.006,0,0,27.034,0,0,0,0,0,0,0,0,0,35.4,8.673,20.0246,8.7556,7.6582,0.0826,27.317,2.086004,1.807052,24.609962,1.2300123
465346,2510088 VDEDEA,2,183.2799988,76.33333588,51.18333435,8.60000038,15.549999,66795,91.48000336,4306.25,2391.25,7386,3920,3466,1599,856,21.23332977,29424,83,13.13333035,17584,80,12.81667042,18640,87,87.606,95.674,0,0,57.46,31.194,0,0,0,0,77.665,0,16.961,0,0,0,0,0,0,0,0,0,0,0,0,0,24.742,15.719,0,0,0,0,21.805,0,10.34,0,0,0,0,0,0,0,0,0,0,0,0,0,32.718,15.475,0,0,0,0,20.86,0,6.621,0,0,0,0,0,0,0,0,0,0,0,0,31.5178,8.6966,18.29,9.145,7.6582,0.118,37.878,2.033376,1.729644,34.124302,1.148817204
465346,2510088 VDEDEA,2,183.2799988,76.33333588,51.18333435,8.60000038,15.549999,66795,91.48000336,4306.25,2391.25,7386,3920,3466,1599,856,21.23332977,29424,83,13.13333035,17584,80,12.81667042,18640,87,87.606,95.674,0,0,57.46,31.194,0,0,0,0,77.665,0,16.961,0,0,0,0,0,0,0,0,0,0,0,0,0,24.742,15.719,0,0,0,0,21.805,0,10.34,0,0,0,0,0,0,0,0,0,0,0,0,0,32.718,15.475,0,0,0,0,20.86,0,6.621,0,0,0,0,0,0,0,0,0,0,0,0,68.50962,4.60436,29.5059,4.8498,1.01952,3.977898,0.88736,2.739842,2.511158,0.79945,1.994126739
465347,2510088 VDEDEA,2,181.5140076,54.80333328,39.8833313,6.4000001,7.52,53795,96.09999847,5161.25,2228.75,5026,2467,2559,1563,715,17.64999962,25120,85,14.21667004,21888,92,3.98333192,5632,85,81.438,100.076,0,5.237,28.785,16.16,30.455,0,12.187,8.765,61.49,0,11.328,0,0,0,0,0,0,0,0,0,0,7.107,0,5.237,7.201,16.16,0,0,12.187,8.765,5.56,0,11.328,0,0,0,0,0,0,0,0,0,0,0,0,0,21.584,0,30.455,0,0,0,20.93,0,0,0,0,0,0,0,0,0,0,0,0,7.107,0,33.4294,8.85,18.5496,9.2276,7.7054,0.1062,35.282,2.126596,1.796078,31.785542,1.203483432
465347,2510088 VDEDEA,2,181.5140076,54.80333328,39.8833313,6.4000001,7.52,53795,96.09999847,5161.25,2228.75,5026,2467,2559,1563,715,17.64999962,25120,85,14.21667004,21888,92,3.98333192,5632,85,81.438,100.076,0,5.237,28.785,16.16,30.455,0,12.187,8.765,61.49,0,11.328,0,0,0,0,0,0,0,0,0,0,7.107,0,5.237,7.201,16.16,0,0,12.187,8.765,5.56,0,11.328,0,0,0,0,0,0,0,0,0,0,0,0,0,21.584,0,30.455,0,0,0,20.93,0,0,0,0,0,0,0,0,0,0,0,0,7.107,0,67.08064,4.61498,29.68172,4.425,0.9381,3.785558,0.93456,2.6668,2.480478,0.84193,1.966786604
465348,2510088 VDEDEA,2,181.4049988,48.79999542,39.1333313,6.63333273,2.03333197,52755,96.20999908,5160,3718.75,5093,2480,2613,1605,876,14.03332996,19984,85,17.85000038,27024,91,3.21666694,4592,86,81.117,100.288,0,5.838,30.479,14.216,30.392,0,12.236,7.545,61.963,0,8.522,0,0,0,0,0,2.459,0,0,0,0,7.755,0,5.838,11.101,14.216,0,0,12.236,7.545,4.2,0,8.522,0,0,0,0,0,2.459,0,0,0,0,0,0,0,19.378,0,30.392,0,0,0,22.763,0,0,0,0,0,0,0,0,0,0,0,0,7.755,0,32.2022,8.9916,18.1366,9.027,7.7998,0.1062,35.5416,2.09509,1.78947,32.019418,1.185490877
465348,2510088 VDEDEA,2,181.4049988,48.79999542,39.1333313,6.63333273,2.03333197,52755,96.20999908,5160,3718.75,5093,2480,2613,1605,876,14.03332996,19984,85,17.85000038,27024,91,3.21666694,4592,86,81.117,100.288,0,5.838,30.479,14.216,30.392,0,12.236,7.545,61.963,0,8.522,0,0,0,0,0,2.459,0,0,0,0,7.755,0,5.838,11.101,14.216,0,0,12.236,7.545,4.2,0,8.522,0,0,0,0,0,2.459,0,0,0,0,0,0,0,19.378,0,30.392,0,0,0,22.763,0,0,0,0,0,0,0,0,0,0,0,0,7.755,0,68.45888,5.7643,28.89466,5.07282,0.23954,3.191546,0.57112,2.795774,2.578418,0.51448,2.015424165
465349,2510088 VDEDEA,2,181.8240051,49.56666565,40.01666641,6.3499999,2.199999,53505,95.25,5475,4737.5,9078,3053,6025,1625,674,15.08333015,21152,84,17.25,25856,90,3.66666794,5344,87,80.921,100.903,0,4.842,29.725,12.483,26.111,0,11.738,9.685,65.565,0,7.375,0,0,0,0,0,7.541,2.347,0,0,0,4.412,0,4.842,6.229,12.483,0,0,11.738,9.685,8.7,0,7.375,0,0,0,0,0,2.522,2.347,0,0,0,0,0,0,23.496,0,26.111,0,0,0,21.865,0,0,0,0,0,0,0,5.019,0,0,0,0,4.412,0,68.35976,5.61208,29.54366,4.9914,0.22538,3.33645,0.5192,2.730402,2.527442,0.467752,1.979430758
465356,251008 AMADEA,2,181.2120056,48.93333054,38.83333206,6.98333168,2.11666596,53325,97.87000275,5333.75,4932.5,6106,3040,3066,1558,891,15.69999981,22624,86,15.55000019,24384,94,3.58333111,5168,87,79.972,101.24,0,0,0,14.332,36.554,0,13.176,8.542,68.991,0,0,0,0,19.841,0,0,0,0,0,0,0,19.776,0,0,0,14.332,0,0,13.176,8.542,4.801,0,0,0,0,4.345,0,0,0,0,0,0,0,19.776,0,0,0,0,36.554,0,0,0,29.19,0,0,0,0,15.496,0,0,0,0,0,0,0,0,0,28.4262,7.375,16.1542,8.3898,7.7526,0.1298,45.312,2.076446,1.721266,40.821628,1.158173077
465357,251015 VARDEA,2,184.4080048,76.5333252,41.19999695,6.58333302,27.74999657,56605,97.80999756,5616.25,3600,6013,3053,2959,1593,581,16.04999924,22928,86,15.21667004,24080,95,5.78333282,8448,88,85.593,98.815,0,5.795,0,0,50.026,0,12.798,10.027,58.209,0,0,2.802,0,19.851,0,0,0,3.162,0,0,0,21.738,0,5.795,0,0,14.982,0,12.798,10.027,0,0,0,2.802,0,3.313,0,0,0,3.162,0,0,0,17.714,0,0,0,0,35.044,0,0,0,23.209,0,0,0,0,16.538,0,0,0,0,0,0,0,4.024,0,30.1018,7.257,16.343,9.027,7.8352,0.1416,42.3266,2.173442,1.737668,38.132054,1.186511628
465358,251015 VARDEA,2,183.7700043,50.71665955,39.5166626,6.51666594,3.68333099,53875,97.51999664,5547.5,6245,6026,3080,2946,1608,653,15.83333015,22608,86,15.56667042,24400,94,3.93333292,5712,87,83.782,99.988,0,5.812,0,0,52.21,0,13.261,7.627,60.39,0,0,0,0,13.428,0,0,4.287,2.573,0,0,0,24.182,0,5.812,0,0,15.438,0,13.261,7.627,0,0,0,0,0,5.022,0,0,0,2.573,0,0,0,19.049,0,0,0,0,36.772,0,0,0,25.39,0,0,0,0,8.406,0,0,4.287,0,0,0,0,5.133,0,29.1578,6.844,15.6468,8.5668,7.3986,0.118,46.6336,2.19893,1.754424,42.012248,1.204191033
465367,25102-2A,2,183.3840027,55.87999725,39.44999695,7.19999981,8.23,53295,96.33999634,5306.25,2568.75,7159,3107,4052,1688,733,18.64999962,26848,86,13.11666965,20160,92,3.650002,5136,84,80.442,102.942,0,3.909,33.795,56.854,0,0,18.985,0,64.833,0,0,0,0,0,0,0,5.008,0,0,0,0,0,0,3.909,0,26.411,0,0,18.985,0,11.129,0,0,0,0,0,0,0,5.008,0,0,0,0,0,0,0,33.795,30.443,0,0,0,0,18.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5088,7.3868,15.9654,8.437,7.7172,0.1298,45.0996,2.107126,1.73578,40.630232,1.16827853
465368,25102-2A,2,183.0540009,51.09999847,38.79999924,6.98333311,4.31666511,52205,96.06999969,5313.75,3101.25,6093,3107,2986,1615,481,16.04999924,22592,84,15.96667004,24416,92,2.76666594,4048,88,78.227,104.827,0,4.829,36.081,63.875,0,0,16.766,0,61.503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.829,0,31.775,0,0,16.766,0,9.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.081,32.1,0,0,0,0,16.646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.8776,7.316,16.3076,8.8972,7.6464,0.1416,42.0316,2.161878,1.741326,37.866318,1.185393258
465369,25102-2A,2,183.4649963,50.13332748,39.59999847,7.09999895,2.43333098,54175,97.48999786,5211.25,4117.5,6119,3120,2999,1576,353,NULL,NULL,NULL,15.16666985,23728,94,4.21666479,6016,86,77.416,106.049,0,4.043,33.281,65.769,0,0,12.313,0,66.113,0,0,0,0,0,0,0,0,1.946,0,0,0,0,0,4.043,0,32.807,0,0,12.313,0,11.307,0,0,0,0,0,0,0,0,1.946,0,0,0,0,0,0,33.281,32.962,0,0,0,0,19.806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.2168,7.1272,15.7648,8.6376,7.3868,0.1298,46.0672,2.186894,1.757492,41.502016,1.19729207
465377,251028 DEA,2,185.2400055,70.34999847,55.79999924,8.60000038,4.94999796,68875,86.65000153,5396.25,3578.75,7332,3627,3706,1586,709,24.43333054,29808,73,12.78332996,17200,81,14.44999981,20720,86,90.228,95.012,0,0,21.473,0,50.101,0,0,0,92.823,0,0,0,0,0,0,0,0,0,0,0,0,20.843,0,0,12.035,0,24.81,0,0,0,26.312,0,0,0,0,0,0,0,0,0,0,0,0,12.071,0,0,9.438,0,25.291,0,0,0,31.511,0,0,0,0,0,0,0,0,0,0,0,0,8.772,0,28.438,7.4222,16.0126,8.4488,7.6936,0.1416,45.5008,2.09568,1.72988,40.991666,1.162566329
465378,251028 DEA,2,185.522995,56.18333054,41.43333054,7,6.74999815,55135,94.63999939,5525,5663.75,12318,6320,5999,1599,654,16.43333054,23024,84,15.93332958,23984,90,5.01667023,6976,83,81.832,103.691,0,6.119,0,0,52.029,0,12.981,7.433,52.227,0,0,0,0,29.405,0,0,5.882,0,0,0,0,19.447,0,6.119,0,0,16.669,0,12.981,7.433,0,0,0,0,0,4.183,0,0,0,0,0,0,0,19.447,0,0,0,0,35.36,0,0,0,17.227,0,0,0,0,25.222,0,0,5.882,0,0,0,0,0,0,30.0074,7.3396,16.3312,8.8618,7.5992,0.118,42.9284,2.168132,1.749232,38.674264,1.191100703
465379,251028-G40DEA,2,183.2230072,52.20000076,40.15000153,6.94999886,4.1,53425,94.83999634,5410,3227.5,6159,3147,3013,1617,#¡VALOR!,14.48332977,20096,83,17.91666985,26912,90,3.71666288,5264,85,81.416,101.807,0,4.228,0,0,57.971,0,13.093,8.26,57.276,0,0,0,0,13.467,0,0,5.2,0,0,0,0,23.728,0,4.228,0,0,16.122,0,13.093,8.26,0,0,0,0,0,6.018,0,0,0,0,0,0,0,18.695,0,0,0,0,41.849,0,0,0,22.276,0,0,0,0,7.449,0,0,5.2,0,0,0,0,5.033,0,29.264,7.1626,15.7884,8.6494,7.4104,0.1298,46.2206,2.18713,1.758908,41.640194,1.197489136
465386,251036 DEA,2,181.1719971,53.19999695,41.59999847,7.13333321,3.46666607,55805,95.29000092,5565,4263.75,6159,3107,3053,1605,512,16.01667023,22688,85,16.39999962,24320,89,5.14999819,7648,89,80.958,100.214,0,2.718,0,0,58.59,0,12.653,7.067,55.012,0,0,0,0,9.538,0,0,6.709,3.328,0,0,0,25.557,0,2.718,0,0,17.161,0,12.653,7.067,0,0,0,0,0,3.134,0,0,0,3.328,0,0,0,19.897,0,0,0,0,41.429,0,0,0,20.012,0,0,0,0,6.404,0,0,6.709,0,0,0,0,5.66,0,32.7214,8.2246,16.7678,7.6464,7.198,0.118,39.8368,2.302652,1.978978,35.888992,1.340260996
465387,251036 DEA,2,187.2389984,59.1333313,41.43333435,7.13333273,9.56666601,55345,95.08999634,5598.75,3165,5812,2667,3146,1491,566,15.28332996,20880,82,16.96666908,26128,92,5.08333206,7184,85,79.672,107.567,0,4.19,0,0,45.397,0,12.859,6.192,60.211,0,0,0,0,32.37,0,0,2.385,0,0,0,0,23.635,0,4.19,0,0,19.472,0,12.859,6.192,0,0,0,0,0,3.143,0,0,0,0,0,0,0,18.816,0,0,0,0,25.925,0,0,0,25.211,0,0,0,0,29.227,0,0,2.385,0,0,0,0,4.819,0,34.8808,9.5934,18.9744,10.7026,8.3662,0.0826,28.6268,2.169194,1.768348,25.789962,1.175347913
465388,251036 DEA,2,184.8999939,59.13333511,41.3666687,6.78333282,9.98333216,55965,96.09999847,5916.25,6072.5,5852,2773,3079,1565,396,NULL,NULL,NULL,17.25,25776,90,5.46666479,7808,86,80.23,104.67,0,6.199,0,0,41.377,0,12.784,8.724,63.737,0,0,0,0,20.416,0,0,5.918,3.219,0,0,0,22.526,0,6.199,0,0,11.287,0,12.784,8.724,0,0,0,0,0,4.963,0,0,0,3.219,0,0,0,18.054,0,0,0,0,30.09,0,0,0,28.737,0,0,0,0,15.453,0,0,5.918,0,0,0,0,4.472,0,33.8896,9.7468,19.2222,9.971,7.8706,0.0944,31.624,2.08034,1.763746,28.490038,1.16087308
465415,251036 DEA,2,185.3710022,70.33332825,42.11666489,7.08333302,20.13333276,58735,98.72000122,5812.5,3776.25,5906,2747,3159,1543,441,14.10000038,20544,87,16.73332977,26464,95,7.24999809,10576,88,75.204,110.167,0,0,0,0,48.812,0,14.381,9.753,59.605,0,0,0,0,25.096,0,0,1.957,2.867,0,0,0,22.9,0,0,0,0,14.52,0,14.381,9.753,0,0,0,0,0,2.967,0,0,0,2.867,0,0,0,15.716,0,0,0,0,34.292,0,0,0,24.605,0,0,0,0,22.129,0,0,1.957,0,0,0,0,7.184,0,25.3464,8.555,16.048,8.1538,8.4016,0.0826,49.029,1.863692,1.652944,44.170232,1.047294003
465416,251036 DEA,2,184.8950043,48.77000046,40.79999924,5.4000001,1.57,57235,99.48000336,5498.75,5782.5,5932,2760,3173,1573,402,14.08333015,20848,89,16.56666946,26160,95,6.13333511,9072,89,84.145,100.75,0,3,0,0,48.098,0,13.004,8.447,61.731,0,0,0,0,15.847,0,0,3.593,1.645,0,0,0,29.53,0,3,0,0,14.149,0,13.004,8.447,5.223,0,0,0,0,3.363,0,0,0,1.645,0,0,0,20.314,0,0,0,0,33.949,0,0,0,21.508,0,0,0,0,12.484,0,0,3.593,0,0,0,0,9.216,0,33.571,7.8352,16.933,9.5816,7.9532,0.1298,35.4236,2.339468,1.842688,31.9131,1.266132621
